imdbID,content,date,director,leadActor,rotten_tomatoes_rating
0242587,"A 15-year-old Long Island boy loses everything and everyone he knows, soon becoming involved in a relationship with a much older man.",29 Nov 2002,Michael Cuesta,"Brian Cox, Paul Dano, Bruce Altman",84%
0250809,The writer F. Vallejo returns to Medellin after an absence of over 30 years. He meets 16-year-old Alexis. Alexis is the kind of killer who knocks people off on command. The two are immediately attracted to each other.,20 Sep 2000,Barbet Schroeder,"Germán Jaramillo, Anderson Ballesteros, Juan David Restrepo",78%
0248912,"The secret smuggling of 9,300 Jewish children out of Nazi Germany in the late 1930s.",24 Nov 2000,Mark Jonathan Harris,"Judi Dench, Lory Cahn, Kurt Fuchel",91%
0221218,An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.,14 Sep 2001,Daniel Sackheim,"Diane Lane, Leelee Sobieski, Stellan Skarsgård",21%
0180734,A gambling addict and ticket scalper living an aimless life reluctantly agrees to coach a Little League team from the Chicago projects as part of a loan agreement.,14 Sep 2001,Brian Robbins,"Keanu Reeves, Diane Lane, John Hawkes",41%
0229340,"At a popular NYC Italian restaurant on a dramatic, busy evening, there are 2 gangsters, cop detective, food-critic, ex bookmaker owner, his chef son, indebted gambler sous-chef etc.",29 Mar 2002,Bob Giraldi,"Danny Aiello, Edoardo Ballerini, John Rothman",91%
0273253,"Josh has an offer to ""go perm"" at his employer and the first task is to mail 17 high priority letters....something that seems a little difficult to do.",22 Jan 2001,"Jacob Kornbluth, Josh Kornbluth","Josh Kornbluth, Warren Keith, Sarah Overman",60%
0246464,"The lives of several Miami denizens, from ad agents to gunrunners to street thugs to law enforcement to school-children, intersect with humorous and dangerous results.",05 Apr 2002,Barry Sonnenfeld,"Tim Allen, Rene Russo, Stanley Tucci",48%
0118589,"A young singer dates a disc jockey who helps her get into the music business, but their relationship become complicated as she ascends to super stardom.",21 Sep 2001,Vondie Curtis-Hall,"Mariah Carey, Eric Benét, Max Beesley",6%
0139654,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,05 Oct 2001,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn",73%
0243759,"Samuel Curtis, an interplanetary trader, sets forth through a rustic and remote solar system, unaware that his old friend Professor Hess is trying to kill him.",20 Jan 2001,Cory McAbee,"Cory McAbee, Rocco Sisto, Gregory Russell Cook",N/A
0255321,A family falls into poverty during the Depression.,05 Oct 2001,Stephen Frears,"Anthony Borrows, Ian Hart, Claire Hackett",70%
0239986,The interlocking lives and loves of six New Yorkers.,30 Nov 2001,Edward Burns,"Edward Burns, Heather Graham, Penny Balfour",56%
0264578,"A retelling of Sir Ernest Shackleton 's ill-fated expedition to Antarctica in 1914-1916, featuring new footage of the actual locations and interviews with surviving relatives of key expedition members, plus archived audio intervie...",21 Dec 2001,George Butler,"Liam Neeson, Julian Ayer, John Blackborow",95%
0082416,Anna and Mike portray two characters in a film set in 19th century England who fall in love despite the fact that Mike's character is engaged.,16 Oct 1981,Karel Reisz,"Meryl Streep, Jeremy Irons, Hilton McRae",82%
0063032,"A mute gunfighter defends a young widow and a group of outlaws against a gang of bounty killers in the winter of 1898, and a grim, tense struggle unfolds.",27 Jan 1969,Sergio Corbucci,"Jean-Louis Trintignant, Klaus Kinski, Frank Wolff",100%
0070294,"A physicist, his wife and two mediums are hired to investigate the Belasco House, where 27 guests had inexplicably died in 1927, along with most of a team of paranormal investigators that was sent in the early 1950s.",15 Jun 1973,John Hough,"Roddy McDowall, Gayle Hunnicutt, Pamela Franklin",64%
0102316,"A single mother raises a child prodigy on her own, struggling to give him every opportunity he needs to express his gift.",01 Nov 1991,Jodie Foster,"Jodie Foster, Dianne Wiest, Adam Hann-Byrd",73%
0079579,"Three young provincial women come to Moscow in search of what people in all the capitals of the world are looking for - love, happiness and prosperity. Their destinies develop exactly as the character of each of the girls suggests.",11 Feb 1980,Vladimir Menshov,"Vera Alentova, Aleksey Batalov, Irina Muravyova",40%
0071994,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise.",01 Nov 1974,Brian De Palma,"Paul Williams, William Finley, Jessica Harper",86%
0053559,"A family inherits what proves to be a haunted house, but a special pair of goggles allows them to see their ghostly tormentors.",01 Jul 1960,William Castle,"Charles Herbert, Jo Morrow, Martin Milner",36%
0093677,A young opera singer is stalked by a deranged fan bent on killing the people associated with her to claim her for himself.,19 Dec 1987,Dario Argento,"Cristina Marsillach, Ian Charleson, Urbano Barberini",90%
0058092,"During World War II, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female.",24 Dec 1964,Ralph Nelson,"Cary Grant, Leslie Caron, Trevor Howard",80%
0053877,"Victor and Hilary have guided tours in their English mansion. A US oil tycoon ""bumps"" into Hilary during a tour and charms his way into her heart. Meanwhile, Hattie pursues Victor.",23 Dec 1960,Stanley Donen,"Cary Grant, Deborah Kerr, Robert Mitchum",88%
0051773,An actress who has given up on love meets a suave banker and begins a flirtation with him...even though he's already married.,26 Jul 1958,Stanley Donen,"Cary Grant, Ingrid Bergman, Cecil Parker",100%
0057193,"A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it.",07 Nov 1963,Stanley Kramer,"Spencer Tracy, Milton Berle, Ethel Merman",71%
0029081,White hunter Allan Quartermain and his enigmatic guide help a young Irish woman locate her missing father in unexplored Darkest Africa.,26 Jul 1937,"Robert Stevenson, Geoffrey Barkas","Paul Robeson, Cedric Hardwicke, Roland Young",100%
0033836,"The ruthless, moneyed Hubbard clan lives in, and poisons, their part of the deep South at the turn of the twentieth century.",29 Aug 1941,William Wyler,"Bette Davis, Herbert Marshall, Teresa Wright",N/A
0053143,"During World War II, a commander finds himself stuck with a decrepit (and pink) submarine, a con man executive officer, and a group of army nurses.",24 Dec 1959,Blake Edwards,"Cary Grant, Tony Curtis, Joan O'Brien",81%
0067588,The life of a disc jockey is turned upside down after a romantic encounter with an obsessed fan.,12 Nov 1971,Clint Eastwood,"Clint Eastwood, Jessica Walter, Donna Mills",84%
0055312,A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.,26 Jan 1962,Frank Capra,"Glenn Ford, Bette Davis, Hope Lange",55%
0108473,The boyfriend of an abducted woman never gives up the search as the abductor looks on.,05 Feb 1993,George Sluizer,"Jeff Bridges, Kiefer Sutherland, Nancy Travis",49%
0086312,"A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",27 Jan 1984,Mike Nichols,"Meryl Streep, Kurt Russell, Cher",76%
0076172,"A disturbed, institutionalized 16-year-old girl struggles between fantasy and reality.",29 Oct 1977,Anthony Page,"Bibi Andersson, Kathleen Quinlan, Ben Piazza",40%
0079766,"Jimmy loathes his job and parents. He seeks solace with his mod clique, scooter riding, and drugs, only to be disappointed.",02 Nov 1979,Franc Roddam,"Phil Daniels, Leslie Ash, Phil Davis",100%
0091993,The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.,06 Jun 1986,Harry Winer,"Kate Capshaw, Lea Thompson, Kelly Preston",46%
0044207,"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home.",15 Nov 1951,Rudolph Maté,"Richard Derr, Barbara Rush, Peter Hansen",81%
0260866,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",28 Sep 2001,Gary Fleder,"Michael Douglas, Sean Bean, Brittany Murphy",24%
0252501,Widowed Liz Garfield and her son Bobby change when mysterious stranger Ted Brautigan enters their lives.,28 Sep 2001,Scott Hicks,"Anthony Hopkins, Anton Yelchin, Hope Davis",49%
0196229,"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",28 Sep 2001,Ben Stiller,"Ben Stiller, Owen Wilson, Christine Taylor",64%
0245891,"As four lifelong friends, Will, Bryan, Matt, and Corey, are on the road trip they've been planning their whole lives, Corey's beloved grandfather unexpectedly dies. When going to claim Corey's inheritance, the gang meets Matt's be...",28 Sep 2001,Eric Hannah,"Dante Basco, Ryan Browning, A.J. Buckley",43%
0206314,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychopathic killer.",05 Oct 2001,John Dahl,"Steve Zahn, Paul Walker, Leelee Sobieski",74%
0273799,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns that he's moving, but it backfires when he isn't after all.",05 Oct 2001,Tim Hill,"Alex D. Linz, Larry Miller, Jamie Kennedy",29%
0240890,"A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",05 Oct 2001,Peter Chelsom,"John Cusack, Kate Beckinsale, Jeremy Piven",59%
0240419,"The life of two women and their families in a small provincial town of Salta, Argentina.",12 Apr 2001,Lucrecia Martel,"Mercedes Morán, Graciela Borges, Martín Adjemián",89%
0080437,A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.,18 Jul 1980,Samuel Fuller,"Lee Marvin, Mark Hamill, Robert Carradine",90%
0080464,"Through the reflection in the mirror, a girl witnesses her mother's boyfriend's murder.",07 Nov 1980,Ulli Lommel,"Suzanna Love, John Carradine, Ron James",38%
0082100,This is the story about a teenage girl's first love experiences.,17 Dec 1980,Claude Pinoteau,"Claude Brasseur, Brigitte Fossey, Sophie Marceau",N/A
0080474,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,20 Jun 1980,Stuart Rosenberg,"Robert Redford, Yaphet Kotto, Morgan Freeman",75%
0080492,A pseudo autobiography of disco's The Village People.,20 Jun 1980,Nancy Walker,"Ray Simpson, David Hodo, Felipe Rose",18%
0080516,"After the death of his wife and daughter in a car crash, a music professor staying at a long-vacant Seattle mansion is dragged into a decades-old mystery by an inexplicable presence in the mansion's attic.",28 Mar 1980,Peter Medak,"George C. Scott, Trish Van Devere, Melvyn Douglas",83%
0080549,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",07 Mar 1980,Michael Apted,"Sissy Spacek, Tommy Lee Jones, Levon Helm",85%
0080556,"Paul Dietrich, at almost 30 years old, is a fading piano prodigy. Heidi Schoonover is a talented young pianist with a promising future. When Paul hears of an upcoming competition that could make his career, he dedicates himself to...",03 Dec 1980,Joel Oliansky,"Richard Dreyfuss, Amy Irving, Lee Remick",67%
0080610,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",19 Feb 1981,François Truffaut,"Catherine Deneuve, Gérard Depardieu, Jean Poiret",88%
0219965,Two bank robbers fall in love with the girl they've kidnapped.,12 Oct 2001,Barry Levinson,"Bruce Willis, Billy Bob Thornton, Cate Blanchett",64%
0250310,The loser son of a Mafia honcho must go undercover for the FBI.,12 Oct 2001,Rob Pritts,"Chris Kattan, Peter Falk, Vinessa Shaw",7%
0108148,A martial artist/doctor steals from the corrupt authorities as a masked thief to give to the poor while another martial artist/doctor is forced to hunt him down. But a major threat unites them as a powerful and traitorous shaolin ...,12 Oct 2001,Woo-Ping Yuen,"Rongguang Yu, Donnie Yen, Jean Wang",91%
0243255,Two sisters confront their sexual attitudes and experiences while on a family holiday.,07 Mar 2001,Catherine Breillat,"Anaïs Reboux, Roxane Mesquida, Libero De Rienzo",74%
0166924,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",19 Oct 2001,David Lynch,"Naomi Watts, Laura Harring, Justin Theroux",85%
0206963,A 17-year-old girl has a troubled relationship with a 49-year-old man.,26 Oct 2001,Christine Lahti,"Albert Brooks, Leelee Sobieski, Rutanya Alda",53%
0164917,An elite superhuman agent must stop a foreign military unit from seizing control of an ancient artifact that holds the key to ultimate power.,12 Oct 2001,"Hirotsugu Kawasaki, Katsuhiro Ôtomo","Shôtarô Morikubo, Ryuji Aigase, Takehito Koyasu",54%
0166110,"Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.",24 Oct 2001,Ernest R. Dickerson,"Snoop Dogg, Pam Grier, Michael T. Weiss",25%
0066999,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",23 Dec 1971,"Don Siegel, Clint Eastwood","Clint Eastwood, Andrew Robinson, Harry Guardino",89%
0067093,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",03 Nov 1971,Norman Jewison,"Topol, Norma Crane, Leonard Frey",83%
0087666,"A spoiled rich young man hires a young hustler, who lives in a broken car and owes money to a dicey loan shark, to take his place in his elite prep school and graduate for him.",18 May 1984,Dorian Walker,"Judd Nelson, Jonna Lee, Gordon Jump",N/A
0102555,An American woman trapped in Islamic Iran by her brutal husband must find a way to escape with her daughter as well.,11 Jan 1991,Brian Gilbert,"Sally Field, Alfred Molina, Sheila Rosenthal",53%
0072979,"A spoiled schoolgirl runs away from home, gets pregnant while hitch-hiking, and ends up as a fashion model for a pair of beauticians who like to photograph women committing crimes.",15 Feb 1976,John Waters,"Divine, David Lochary, Mary Vivian Pearce",90%
